uniquecode,Cruise,Year,Month,Ship_Code,St_Line,St_Station,Sml_PVolC3
6504 AX 93.3 28,196504,1965,4,AX,93.3,28,270
6504 AX 93.3 30,196504,1965,4,AX,93.3,30,86
6504 AX 93.3 35,196504,1965,4,AX,93.3,35,84
6504 AX 93.3 40,196504,1965,4,AX,93.3,40,111
6504 AX 93.3 45,196504,1965,4,AX,93.3,45,56
6504 AX 93.3 50,196504,1965,4,AX,93.3,50,64
6504 AX 93.3 55,196504,1965,4,AX,93.3,55,91
6504 AX 93.3 60,196504,1965,4,AX,93.3,60,110
6504 AX 93.3 65,196504,1965,4,AX,93.3,65,111
6504 AX 93.3 70,196504,1965,4,AX,93.3,70,130
6504 AX 93.3 80,196504,1965,4,AX,93.3,80,102
6504 AX 93.3 90,196504,1965,4,AX,93.3,90,75
6604 AL 76.7 48,196604,1966,4,AL,76.7,48,528
6604 AL 76.7 51,196604,1966,4,AL,76.7,51,377
6604 AL 76.7 55,196604,1966,4,AL,76.7,55,514
6604 AL 76.7 60,196604,1966,4,AL,76.7,60,229
6604 AL 76.7 65,196604,1966,4,AL,76.7,65,321
6604 AL 76.7 70,196604,1966,4,AL,76.7,70,331
6604 AL 76.7 80,196604,1966,4,AL,76.7,80,256
6604 AL 76.7 90,196604,1966,4,AL,76.7,90,493
6604 AL 80 51,196604,1966,4,AL,80,51,698
6604 AL 80 52,196604,1966,4,AL,80,52,798
6604 AL 80 55,196604,1966,4,AL,80,55,303
6604 AL 80 60,196604,1966,4,AL,80,60,535
6604 AL 80 65,196604,1966,4,AL,80,65,260
6604 AL 80 70,196604,1966,4,AL,80,70,192
6604 AL 80 80,196604,1966,4,AL,80,80,55
6604 AL 80 90,196604,1966,4,AL,80,90,368
6604 AL 81.8 47,196604,1966,4,AL,81.8,47,278
6604 AL 83.3 40,196604,1966,4,AL,83.3,40,221
6604 AL 83.3 43,196604,1966,4,AL,83.3,43,296
6604 AL 83.3 51,196604,1966,4,AL,83.3,51,145
6604 AL 83.3 55,196604,1966,4,AL,83.3,55,178
6604 AL 83.3 60,196604,1966,4,AL,83.3,60,163
6604 AL 83.3 65,196604,1966,4,AL,83.3,65,168
6604 AL 83.3 70,196604,1966,4,AL,83.3,70,135
6604 AL 83.3 80,196604,1966,4,AL,83.3,80,257
6604 AL 83.3 90,196604,1966,4,AL,83.3,90,142
6604 AL 86.7 35,196604,1966,4,AL,86.7,35,151
6604 AL 86.7 40,196604,1966,4,AL,86.7,40,94
6604 AL 86.7 45,196604,1966,4,AL,86.7,45,293
6604 AL 86.7 50,196604,1966,4,AL,86.7,50,237
6604 AL 86.7 55,196604,1966,4,AL,86.7,55,89
6604 AL 86.7 60,196604,1966,4,AL,86.7,60,126
6604 AL 86.7 65,196604,1966,4,AL,86.7,65,98
6604 AL 86.7 70,196604,1966,4,AL,86.7,70,153
6604 AL 86.7 80,196604,1966,4,AL,86.7,80,135
6604 AL 86.7 90,196604,1966,4,AL,86.7,90,240
6604 AL 90 28,196604,1966,4,AL,90,28,133
6604 AL 90 32,196604,1966,4,AL,90,32,100
6604 AL 90 37,196604,1966,4,AL,90,37,222
6604 AL 90 45,196604,1966,4,AL,90,45,99
6604 AL 90 53,196604,1966,4,AL,90,53,101
6604 AL 90 60,196604,1966,4,AL,90,60,134
6604 AL 90 65,196604,1966,4,AL,90,65,285
6604 AL 90 70,196604,1966,4,AL,90,70,177
6604 AL 90 80,196604,1966,4,AL,90,80,147
6604 AL 90 90,196604,1966,4,AL,90,90,89
6604 AL 93.3 28,196604,1966,4,AL,93.3,28,279
6604 AL 93.3 30,196604,1966,4,AL,93.3,30,75
6604 AL 93.3 35,196604,1966,4,AL,93.3,35,72
6604 AL 93.3 40,196604,1966,4,AL,93.3,40,70
6604 AL 93.3 45,196604,1966,4,AL,93.3,45,132
6604 AL 93.3 50,196604,1966,4,AL,93.3,50,242
6604 AL 93.3 55,196604,1966,4,AL,93.3,55,108
6604 AL 93.3 60,196604,1966,4,AL,93.3,60,100
6604 AL 93.3 65,196604,1966,4,AL,93.3,65,90
6604 AL 93.3 70,196604,1966,4,AL,93.3,70,71
6604 AL 93.3 80,196604,1966,4,AL,93.3,80,50
6604 AL 93.3 90,196604,1966,4,AL,93.3,90,113
6604 AX 93.3 100,196604,1966,4,AX,93.3,100,76
6604 AX 93.3 28,196604,1966,4,AX,93.3,28,94
6604 AX 93.3 30,196604,1966,4,AX,93.3,30,118
6604 AX 93.3 40,196604,1966,4,AX,93.3,40,309
6604 AX 93.3 50,196604,1966,4,AX,93.3,50,576
6604 AX 93.3 60,196604,1966,4,AX,93.3,60,266
6604 AX 93.3 70,196604,1966,4,AX,93.3,70,118
6604 AX 93.3 80,196604,1966,4,AX,93.3,80,238
6604 AX 93.3 90,196604,1966,4,AX,93.3,90,179
6605 JD 80 51,196605,1966,5,JD,80,51,344
6605 JD 80 52,196605,1966,5,JD,80,52,225
6605 JD 80 55,196605,1966,5,JD,80,55,125
6605 JD 80 60,196605,1966,5,JD,80,60,130
6605 JD 80 65,196605,1966,5,JD,80,65,71
6605 JD 80 70,196605,1966,5,JD,80,70,287
6605 JD 80 80,196605,1966,5,JD,80,80,286
6605 JD 80 90,196605,1966,5,JD,80,90,394
6605 JD 81.8 47,196605,1966,5,JD,81.8,47,448
6605 JD 83.3 40,196605,1966,5,JD,83.3,40,96
6605 JD 83.3 43,196605,1966,5,JD,83.3,43,507
6605 JD 83.3 51,196605,1966,5,JD,83.3,51,120
6605 JD 83.3 55,196605,1966,5,JD,83.3,55,343
6605 JD 83.3 60,196605,1966,5,JD,83.3,60,158
6605 JD 83.3 65,196605,1966,5,JD,83.3,65,153
6605 JD 83.3 70,196605,1966,5,JD,83.3,70,42
6605 JD 83.3 80,196605,1966,5,JD,83.3,80,223
6605 JD 83.3 90,196605,1966,5,JD,83.3,90,701
6605 JD 86.7 33,196605,1966,5,JD,86.7,33,197
6605 JD 86.7 35,196605,1966,5,JD,86.7,35,244
6605 JD 86.7 40,196605,1966,5,JD,86.7,40,192
6605 JD 86.7 45,196605,1966,5,JD,86.7,45,223
6605 JD 86.7 50,196605,1966,5,JD,86.7,50,190
6605 JD 86.7 55,196605,1966,5,JD,86.7,55,152
6605 JD 86.7 60,196605,1966,5,JD,86.7,60,141
6605 JD 86.7 65,196605,1966,5,JD,86.7,65,78
6605 JD 86.7 70,196605,1966,5,JD,86.7,70,126
6605 JD 86.7 80,196605,1966,5,JD,86.7,80,238
6605 JD 86.7 90,196605,1966,5,JD,86.7,90,205
6605 JD 90 28,196605,1966,5,JD,90,28,205
6605 JD 90 32,196605,1966,5,JD,90,32,156
6605 JD 90 37,196605,1966,5,JD,90,37,66
6605 JD 90 45,196605,1966,5,JD,90,45,141
6605 JD 90 50,196605,1966,5,JD,90,50,153
6605 JD 90 55,196605,1966,5,JD,90,55,118
6605 JD 90 60,196605,1966,5,JD,90,60,197
6605 JD 90 65,196605,1966,5,JD,90,65,89
6605 JD 90 70,196605,1966,5,JD,90,70,100
6605 JD 90 80,196605,1966,5,JD,90,80,88
6605 JD 90 90,196605,1966,5,JD,90,90,152
6605 JD 93.3 27,196605,1966,5,JD,93.3,27,329
6605 JD 93.3 28,196605,1966,5,JD,93.3,28,140
6605 JD 93.3 30,196605,1966,5,JD,93.3,30,98
6605 JD 93.3 35,196605,1966,5,JD,93.3,35,107
6605 JD 93.3 40,196605,1966,5,JD,93.3,40,164
6605 JD 93.3 45,196605,1966,5,JD,93.3,45,114
6605 JD 93.3 50,196605,1966,5,JD,93.3,50,116
6605 JD 93.3 55,196605,1966,5,JD,93.3,55,389
6605 JD 93.3 60,196605,1966,5,JD,93.3,60,378
6605 JD 93.3 65,196605,1966,5,JD,93.3,65,56
6605 JD 93.3 70,196605,1966,5,JD,93.3,70,72
6605 JD 93.3 80,196605,1966,5,JD,93.3,80,181
6605 JD 93.3 90,196605,1966,5,JD,93.3,90,93
6904 JD 76.7 80,196904,1969,4,JD,76.7,80,157
6904 JD 76.7 90,196904,1969,4,JD,76.7,90,49
6904 JD 80 51,196904,1969,4,JD,80,51,2732
6904 JD 80 52,196904,1969,4,JD,80,52,438
6904 JD 80 55,196904,1969,4,JD,80,55,174
6904 JD 80 60,196904,1969,4,JD,80,60,21
6904 JD 80 65,196904,1969,4,JD,80,65,34
6904 JD 80 70,196904,1969,4,JD,80,70,56
6904 JD 80 80,196904,1969,4,JD,80,80,63
6904 JD 80 90,196904,1969,4,JD,80,90,51
6904 JD 81.8 47,196904,1969,4,JD,81.8,47,459
6904 JD 83.3 40,196904,1969,4,JD,83.3,40,709
6904 JD 83.3 43,196904,1969,4,JD,83.3,43,328
6904 JD 83.3 51,196904,1969,4,JD,83.3,51,344
6904 JD 83.3 55,196904,1969,4,JD,83.3,55,210
6904 JD 83.3 60,196904,1969,4,JD,83.3,60,311
6904 JD 83.3 70,196904,1969,4,JD,83.3,70,67
6904 JD 83.3 80,196904,1969,4,JD,83.3,80,38
6904 JD 83.3 90,196904,1969,4,JD,83.3,90,49
6904 JD 85 60,196904,1969,4,JD,85,60,139
6904 JD 86.7 33,196904,1969,4,JD,86.7,33,302
6904 JD 86.7 35,196904,1969,4,JD,86.7,35,518
6904 JD 86.7 40,196904,1969,4,JD,86.7,40,187
6904 JD 86.7 45,196904,1969,4,JD,86.7,45,148
6904 JD 86.7 50,196904,1969,4,JD,86.7,50,801
6904 JD 86.7 55,196904,1969,4,JD,86.7,55,154
6904 JD 86.7 70,196904,1969,4,JD,86.7,70,111
6904 JD 86.7 80,196904,1969,4,JD,86.7,80,110
6904 JD 86.7 90,196904,1969,4,JD,86.7,90,60
6904 JD 90 100,196904,1969,4,JD,90,100,56
6904 JD 90 140,196904,1969,4,JD,90,140,9
6904 JD 90 28,196904,1969,4,JD,90,28,276
6904 JD 90 32,196904,1969,4,JD,90,32,40
6904 JD 90 37,196904,1969,4,JD,90,37,114
6904 JD 90 45,196904,1969,4,JD,90,45,69
6904 JD 90 53,196904,1969,4,JD,90,53,232
6904 JD 90 60,196904,1969,4,JD,90,60,311
6904 JD 90 70,196904,1969,4,JD,90,70,39
6904 JD 90 80,196904,1969,4,JD,90,80,26
6904 JD 90 90,196904,1969,4,JD,90,90,63
6904 JD 93.3 100,196904,1969,4,JD,93.3,100,17
6904 JD 93.3 120,196904,1969,4,JD,93.3,120,38
6904 JD 93.3 140,196904,1969,4,JD,93.3,140,53
6904 JD 93.3 27,196904,1969,4,JD,93.3,27,429
6904 JD 93.3 28,196904,1969,4,JD,93.3,28,164
6904 JD 93.3 30,196904,1969,4,JD,93.3,30,130
6904 JD 93.3 35,196904,1969,4,JD,93.3,35,118
6904 JD 93.3 40,196904,1969,4,JD,93.3,40,132
6904 JD 93.3 45,196904,1969,4,JD,93.3,45,59
6904 JD 93.3 50,196904,1969,4,JD,93.3,50,86
6904 JD 93.3 55,196904,1969,4,JD,93.3,55,269
6904 JD 93.3 60,196904,1969,4,JD,93.3,60,123
6904 JD 93.3 70,196904,1969,4,JD,93.3,70,99
6904 JD 93.3 80,196904,1969,4,JD,93.3,80,46
6904 JD 93.3 90,196904,1969,4,JD,93.3,90,57
6905 JD 76.7 48,196905,1969,5,JD,76.7,48,322
6905 JD 76.7 51,196905,1969,5,JD,76.7,51,810
6905 JD 76.7 55,196905,1969,5,JD,76.7,55,320
6905 JD 76.7 60,196905,1969,5,JD,76.7,60,857
6905 JD 76.7 65,196905,1969,5,JD,76.7,65,638
6905 JD 76.7 70,196905,1969,5,JD,76.7,70,403
6905 JD 76.7 80,196905,1969,5,JD,76.7,80,370
6905 JD 76.7 90,196905,1969,5,JD,76.7,90,49
6905 JD 80 51,196905,1969,5,JD,80,51,1016
6905 JD 80 52,196905,1969,5,JD,80,52,922
6905 JD 80 55,196905,1969,5,JD,80,55,697
6905 JD 80 60,196905,1969,5,JD,80,60,922
6905 JD 80 65,196905,1969,5,JD,80,65,275
6905 JD 80 70,196905,1969,5,JD,80,70,317
6905 JD 80 80,196905,1969,5,JD,80,80,133
6905 JD 80 90,196905,1969,5,JD,80,90,87
6905 JD 81.8 47,196905,1969,5,JD,81.8,47,455
6905 JD 83.3 40,196905,1969,5,JD,83.3,40,227
6905 JD 83.3 43,196905,1969,5,JD,83.3,43,644
6905 JD 83.3 51,196905,1969,5,JD,83.3,51,396
6905 JD 83.3 55,196905,1969,5,JD,83.3,55,680
6905 JD 83.3 60,196905,1969,5,JD,83.3,60,350
6905 JD 83.3 70,196905,1969,5,JD,83.3,70,152
6905 JD 83.3 80,196905,1969,5,JD,83.3,80,64
6905 JD 83.3 90,196905,1969,5,JD,83.3,90,58
6905 JD 86.7 33,196905,1969,5,JD,86.7,33,208
6905 JD 86.7 35,196905,1969,5,JD,86.7,35,220
6905 JD 86.7 40,196905,1969,5,JD,86.7,40,288
6905 JD 86.7 45,196905,1969,5,JD,86.7,45,283
6905 JD 86.7 50,196905,1969,5,JD,86.7,50,335
6905 JD 86.7 55,196905,1969,5,JD,86.7,55,210
6905 JD 86.7 60,196905,1969,5,JD,86.7,60,151
6905 JD 86.7 70,196905,1969,5,JD,86.7,70,216
6905 JD 86.7 80,196905,1969,5,JD,86.7,80,109
6905 JD 86.7 90,196905,1969,5,JD,86.7,90,198
6905 JD 90 28,196905,1969,5,JD,90,28,118
6905 JD 90 32,196905,1969,5,JD,90,32,252
6905 JD 90 37,196905,1969,5,JD,90,37,321
6905 JD 90 39,196905,1969,5,JD,90,39,281
6905 JD 90 45,196905,1969,5,JD,90,45,388
6905 JD 90 53,196905,1969,5,JD,90,53,100
6905 JD 90 60,196905,1969,5,JD,90,60,142
6905 JD 90 70,196905,1969,5,JD,90,70,217
6905 JD 90 80,196905,1969,5,JD,90,80,106
6905 JD 90 90,196905,1969,5,JD,90,90,65
6905 JD 93.3 27,196905,1969,5,JD,93.3,27,371
6905 JD 93.3 28,196905,1969,5,JD,93.3,28,192
6905 JD 93.3 30,196905,1969,5,JD,93.3,30,136
6905 JD 93.3 35,196905,1969,5,JD,93.3,35,461
6905 JD 93.3 40,196905,1969,5,JD,93.3,40,154
6905 JD 93.3 45,196905,1969,5,JD,93.3,45,132
6905 JD 93.3 50,196905,1969,5,JD,93.3,50,133
6905 JD 93.3 55,196905,1969,5,JD,93.3,55,195
6905 JD 93.3 60,196905,1969,5,JD,93.3,60,405
6905 JD 93.3 70,196905,1969,5,JD,93.3,70,204
6905 JD 93.3 80,196905,1969,5,JD,93.3,80,58
6905 JD 93.3 90,196905,1969,5,JD,93.3,90,90
7203 JD 76.7 48,197203,1972,3,JD,76.7,48,440
7203 JD 76.7 51,197203,1972,3,JD,76.7,51,340
7203 JD 76.7 55,197203,1972,3,JD,76.7,55,247
7203 JD 76.7 60,197203,1972,3,JD,76.7,60,413
7203 JD 76.7 65,197203,1972,3,JD,76.7,65,281
7203 JD 76.7 70,197203,1972,3,JD,76.7,70,317
7203 JD 76.7 80,197203,1972,3,JD,76.7,80,309
7203 JD 76.7 90,197203,1972,3,JD,76.7,90,48
7203 JD 80 51,197203,1972,3,JD,80,51,391
7203 JD 80 52,197203,1972,3,JD,80,52,277
7203 JD 80 55,197203,1972,3,JD,80,55,186
7203 JD 80 60,197203,1972,3,JD,80,60,163
7203 JD 80 70,197203,1972,3,JD,80,70,170
7203 JD 80 80,197203,1972,3,JD,80,80,144
7203 JD 80 90,197203,1972,3,JD,80,90,92
7203 JD 81.8 47,197203,1972,3,JD,81.8,47,104
7203 JD 83.3 40,197203,1972,3,JD,83.3,40,207
7203 JD 83.3 51,197203,1972,3,JD,83.3,51,157
7203 JD 83.3 55,197203,1972,3,JD,83.3,55,162
7203 JD 83.3 60,197203,1972,3,JD,83.3,60,90
7203 JD 83.3 70,197203,1972,3,JD,83.3,70,108
7203 JD 83.3 80,197203,1972,3,JD,83.3,80,153
7203 JD 83.3 90,197203,1972,3,JD,83.3,90,207
7203 JD 86.7 33,197203,1972,3,JD,86.7,33,138
7203 JD 86.7 35,197203,1972,3,JD,86.7,35,96
7203 JD 86.7 40,197203,1972,3,JD,86.7,40,160
7203 JD 86.7 45,197203,1972,3,JD,86.7,45,431
7203 JD 86.7 50,197203,1972,3,JD,86.7,50,339
7203 JD 86.7 55,197203,1972,3,JD,86.7,55,119
7203 JD 86.7 60,197203,1972,3,JD,86.7,60,61
7203 JD 86.7 70,197203,1972,3,JD,86.7,70,55
7203 JD 86.7 80,197203,1972,3,JD,86.7,80,62
7203 JD 86.7 90,197203,1972,3,JD,86.7,90,72
7203 JD 90 28,197203,1972,3,JD,90,28,90
7203 JD 90 32,197203,1972,3,JD,90,32,50
7203 JD 90 37,197203,1972,3,JD,90,37,117
7203 JD 90 45,197203,1972,3,JD,90,45,140
7203 JD 90 53,197203,1972,3,JD,90,53,94
7203 JD 90 60,197203,1972,3,JD,90,60,122
7203 JD 90 70,197203,1972,3,JD,90,70,30
7203 JD 90 80,197203,1972,3,JD,90,80,107
7203 JD 90 90,197203,1972,3,JD,90,90,56
7203 JD 93.3 27,197203,1972,3,JD,93.3,27,13
7203 JD 93.3 28,197203,1972,3,JD,93.3,28,22
7203 JD 93.3 30,197203,1972,3,JD,93.3,30,47
7203 JD 93.3 35,197203,1972,3,JD,93.3,35,24
7203 JD 93.3 40,197203,1972,3,JD,93.3,40,58
7203 JD 93.3 45,197203,1972,3,JD,93.3,45,43
7203 JD 93.3 50,197203,1972,3,JD,93.3,50,31
7203 JD 93.3 55,197203,1972,3,JD,93.3,55,61
7203 JD 93.3 60,197203,1972,3,JD,93.3,60,46
7203 JD 93.3 70,197203,1972,3,JD,93.3,70,63
7203 JD 93.3 80,197203,1972,3,JD,93.3,80,86
7203 JD 93.3 90,197203,1972,3,JD,93.3,90,48
7205 AX 80 51,197205,1972,5,AX,80,51,392
7205 AX 80 52,197205,1972,5,AX,80,52,273
7205 AX 80 55,197205,1972,5,AX,80,55,308
7205 AX 80 60,197205,1972,5,AX,80,60,181
7205 AX 80 70,197205,1972,5,AX,80,70,88
7205 AX 80 80,197205,1972,5,AX,80,80,239
7205 AX 80 90,197205,1972,5,AX,80,90,638
7205 JD 76.8 290.8,197205,1972,5,JD,76.8,290.8,46
7205 JD 80.4 362.2,197205,1972,5,JD,80.4,362.2,55
7205 JD 80.9 269.3,197205,1972,5,JD,80.9,269.3,32
7205 JD 84.6 340.5,197205,1972,5,JD,84.6,340.5,40
7205 JD 85.1 247.7,197205,1972,5,JD,85.1,247.7,25
7205 JD 87.6 444.9,197205,1972,5,JD,87.6,444.9,47
7205 JD 88.8 318.6,197205,1972,5,JD,88.8,318.6,86
7205 JD 89.3 225.6,197205,1972,5,JD,89.3,225.6,32
7205 JD 90 100,197205,1972,5,JD,90,100,36
7205 JD 90 120,197205,1972,5,JD,90,120,43
7205 JD 90 140,197205,1972,5,JD,90,140,49
7205 JD 90 28,197205,1972,5,JD,90,28,87
7205 JD 90 32,197205,1972,5,JD,90,32,83
7205 JD 90 37,197205,1972,5,JD,90,37,37
7205 JD 90 45,197205,1972,5,JD,90,45,63
7205 JD 90 53,197205,1972,5,JD,90,53,39
7205 JD 90 60,197205,1972,5,JD,90,60,93
7205 JD 90 70,197205,1972,5,JD,90,70,80
7205 JD 90 80,197205,1972,5,JD,90,80,56
7205 JD 90 90,197205,1972,5,JD,90,90,172
7205 JD 91.8 422.9,197205,1972,5,JD,91.8,422.9,45
7205 JD 93.3 296.6,197205,1972,5,JD,93.3,296.6,49
7503 EK 80 100,197503,1975,3,EK,80,100,112
7503 EK 80 110,197503,1975,3,EK,80,110,75
7503 EK 80 80,197503,1975,3,EK,80,80,86
7503 EK 80 90,197503,1975,3,EK,80,90,59
7503 EK 90 100,197503,1975,3,EK,90,100,80
7503 EK 90 110,197503,1975,3,EK,90,110,69
7503 EK 90 30,197503,1975,3,EK,90,30,172
7503 EK 90 32,197503,1975,3,EK,90,32,148
7503 EK 90 37,197503,1975,3,EK,90,37,130
7503 EK 90 45,197503,1975,3,EK,90,45,126
7503 EK 90 53,197503,1975,3,EK,90,53,199
7503 EK 90 60,197503,1975,3,EK,90,60,100
7503 EK 90 70,197503,1975,3,EK,90,70,166
7503 EK 90 80,197503,1975,3,EK,90,80,112
7503 EK 90 90,197503,1975,3,EK,90,90,91
7503 JD 76.7 48,197503,1975,3,JD,76.7,48,360
7503 JD 76.7 51,197503,1975,3,JD,76.7,51,152
7503 JD 76.7 55,197503,1975,3,JD,76.7,55,179
7503 JD 76.7 60,197503,1975,3,JD,76.7,60,172
7503 JD 76.7 65,197503,1975,3,JD,76.7,65,88
7503 JD 76.7 70,197503,1975,3,JD,76.7,70,42
7503 JD 76.7 80,197503,1975,3,JD,76.7,80,39
7503 JD 76.7 90,197503,1975,3,JD,76.7,90,58
7503 JD 80 50.1,197503,1975,3,JD,80,50.1,311
7503 JD 80 51,197503,1975,3,JD,80,51,98
7503 JD 80 52,197503,1975,3,JD,80,52,98
7503 JD 80 53,197503,1975,3,JD,80,53,98
7503 JD 80 54,197503,1975,3,JD,80,54,98
7503 JD 80 55,197503,1975,3,JD,80,55,98
7503 JD 80 60,197503,1975,3,JD,80,60,98
7503 JD 80 70,197503,1975,3,JD,80,70,98
7503 JD 80 80,197503,1975,3,JD,80,80,98
7503 JD 80 90,197503,1975,3,JD,80,90,43
7503 JD 81.5 43.5,197503,1975,3,JD,81.5,43.5,495
7503 JD 81.5 44,197503,1975,3,JD,81.5,44,361
7503 JD 81.5 44.5,197503,1975,3,JD,81.5,44.5,297
7503 JD 81.5 45,197503,1975,3,JD,81.5,45,164
7503 JD 81.5 46,197503,1975,3,JD,81.5,46,209
7503 JD 81.5 47,197503,1975,3,JD,81.5,47,245
7503 JD 83.3 39.4,197503,1975,3,JD,83.3,39.4,392
7503 JD 83.3 40.6,197503,1975,3,JD,83.3,40.6,993
7503 JD 83.3 41,197503,1975,3,JD,83.3,41,716
7503 JD 83.3 42,197503,1975,3,JD,83.3,42,83
7503 JD 83.3 43,197503,1975,3,JD,83.3,43,289
7503 JD 83.3 44,197503,1975,3,JD,83.3,44,530
7503 JD 83.3 44.7,197503,1975,3,JD,83.3,44.7,196
7503 JD 83.3 45,197503,1975,3,JD,83.3,45,680
7503 JD 83.3 48,197503,1975,3,JD,83.3,48,71
7503 JD 83.3 49,197503,1975,3,JD,83.3,49,352
7503 JD 83.3 50,197503,1975,3,JD,83.3,50,263
7503 JD 83.3 51,197503,1975,3,JD,83.3,51,156
7503 JD 83.3 55,197503,1975,3,JD,83.3,55,167
7503 JD 83.3 60,197503,1975,3,JD,83.3,60,158
7503 JD 83.3 70,197503,1975,3,JD,83.3,70,81
7503 JD 83.3 80,197503,1975,3,JD,83.3,80,108
7503 JD 83.3 90,197503,1975,3,JD,83.3,90,98
7503 JD 85 37.2,197503,1975,3,JD,85,37.2,263
7503 JD 85 37.5,197503,1975,3,JD,85,37.5,379
7503 JD 85 38,197503,1975,3,JD,85,38,179
7503 JD 85 39,197503,1975,3,JD,85,39,199
7503 JD 85 40,197503,1975,3,JD,85,40,137
7503 JD 86.7 32.5,197503,1975,3,JD,86.7,32.5,546
7503 JD 86.7 32.7,197503,1975,3,JD,86.7,32.7,775
7503 JD 86.7 33,197503,1975,3,JD,86.7,33,952
7503 JD 86.7 34,197503,1975,3,JD,86.7,34,511
7503 JD 86.7 35,197503,1975,3,JD,86.7,35,309
7503 JD 86.7 36,197503,1975,3,JD,86.7,36,215
7503 JD 86.7 40,197503,1975,3,JD,86.7,40,174
7503 JD 86.7 45,197503,1975,3,JD,86.7,45,237
7503 JD 86.7 50,197503,1975,3,JD,86.7,50,170
7503 JD 86.7 55,197503,1975,3,JD,86.7,55,159
7503 JD 86.7 60,197503,1975,3,JD,86.7,60,249
7503 JD 86.7 70,197503,1975,3,JD,86.7,70,268
7503 JD 86.7 80,197503,1975,3,JD,86.7,80,50
7503 JD 86.7 90,197503,1975,3,JD,86.7,90,228
7503 JD 88.5 30.4,197503,1975,3,JD,88.5,30.4,219
7503 JD 88.5 31,197503,1975,3,JD,88.5,31,124
7503 JD 88.5 32,197503,1975,3,JD,88.5,32,183
7503 JD 88.5 33,197503,1975,3,JD,88.5,33,256
7503 JD 88.5 34,197503,1975,3,JD,88.5,34,535
7503 JD 90 27.6,197503,1975,3,JD,90,27.6,179
7503 JD 90 28,197503,1975,3,JD,90,28,323
7503 JD 90 29,197503,1975,3,JD,90,29,137
7503 JD 90 30,197503,1975,3,JD,90,30,151
7503 JD 90 31,197503,1975,3,JD,90,31,137
7503 JD 90 32,197503,1975,3,JD,90,32,102
7503 JD 90 37,197503,1975,3,JD,90,37,165
7503 JD 90 45,197503,1975,3,JD,90,45,113
7503 JD 90 53,197503,1975,3,JD,90,53,113
7503 JD 90 60,197503,1975,3,JD,90,60,159
7503 JD 90 70,197503,1975,3,JD,90,70,136
7503 JD 90 80,197503,1975,3,JD,90,80,140
7503 JD 90 90,197503,1975,3,JD,90,90,76
7503 JD 91.5 26.5,197503,1975,3,JD,91.5,26.5,388
7503 JD 91.5 27,197503,1975,3,JD,91.5,27,406
7503 JD 91.5 28,197503,1975,3,JD,91.5,28,202
7503 JD 91.5 29,197503,1975,3,JD,91.5,29,134
7503 JD 91.5 30,197503,1975,3,JD,91.5,30,197
7503 JD 93.3 26.7,197503,1975,3,JD,93.3,26.7,235
7503 JD 93.3 26.9,197503,1975,3,JD,93.3,26.9,333
7503 JD 93.3 28,197503,1975,3,JD,93.3,28,169
7503 JD 93.3 29,197503,1975,3,JD,93.3,29,115
7503 JD 93.3 30,197503,1975,3,JD,93.3,30,94
7503 JD 93.3 35,197503,1975,3,JD,93.3,35,80
7503 JD 93.3 40,197503,1975,3,JD,93.3,40,74
7503 JD 93.3 45,197503,1975,3,JD,93.3,45,155
7503 JD 93.3 50,197503,1975,3,JD,93.3,50,49
7503 JD 93.3 55,197503,1975,3,JD,93.3,55,104
7503 JD 93.3 60,197503,1975,3,JD,93.3,60,95
7503 JD 93.3 70,197503,1975,3,JD,93.3,70,143
7503 JD 93.3 80,197503,1975,3,JD,93.3,80,113
7505 JD 76.7 48,197505,1975,5,JD,76.7,48,297
7505 JD 76.7 51,197505,1975,5,JD,76.7,51,242
7505 JD 76.7 55,197505,1975,5,JD,76.7,55,453
7505 JD 76.7 60,197505,1975,5,JD,76.7,60,196
7505 JD 76.7 65,197505,1975,5,JD,76.7,65,286
7505 JD 76.7 70,197505,1975,5,JD,76.7,70,168
7505 JD 76.7 80,197505,1975,5,JD,76.7,80,349
7505 JD 76.7 90,197505,1975,5,JD,76.7,90,86
7505 JD 80 50.1,197505,1975,5,JD,80,50.1,109
7505 JD 80 51,197505,1975,5,JD,80,51,409
7505 JD 80 52,197505,1975,5,JD,80,52,246
7505 JD 80 53,197505,1975,5,JD,80,53,525
7505 JD 80 54,197505,1975,5,JD,80,54,188
7505 JD 80 55,197505,1975,5,JD,80,55,217
7505 JD 80 60,197505,1975,5,JD,80,60,572
7505 JD 80 70,197505,1975,5,JD,80,70,207
7505 JD 80 80,197505,1975,5,JD,80,80,261
7505 JD 80 90,197505,1975,5,JD,80,90,103
7505 JD 81.5 43.5,197505,1975,5,JD,81.5,43.5,122
7505 JD 81.5 44,197505,1975,5,JD,81.5,44,82
7505 JD 81.5 44.5,197505,1975,5,JD,81.5,44.5,52
7505 JD 81.5 45,197505,1975,5,JD,81.5,45,39
7505 JD 81.5 46,197505,1975,5,JD,81.5,46,69
7505 JD 81.5 47,197505,1975,5,JD,81.5,47,77
7505 JD 83.3 39.4,197505,1975,5,JD,83.3,39.4,902
7505 JD 83.3 40.6,197505,1975,5,JD,83.3,40.6,411
7505 JD 83.3 41,197505,1975,5,JD,83.3,41,265
7505 JD 83.3 42,197505,1975,5,JD,83.3,42,130
7505 JD 83.3 43,197505,1975,5,JD,83.3,43,190
