uniquecode,Cruise,Year,Month,Ship_Code,St_Line,St_Station,Sml_PVolC3
6003 HO 81.8 47,196003,1960,3,HO,81.8,47,124
6003 HO 83.3 40,196003,1960,3,HO,83.3,40,136
6003 HO 83.3 43,196003,1960,3,HO,83.3,43,203
6003 HO 83.3 51,196003,1960,3,HO,83.3,51,388
6003 HO 83.3 60,196003,1960,3,HO,83.3,60,165
6003 HO 83.3 70,196003,1960,3,HO,83.3,70,116
6003 HO 83.3 80,196003,1960,3,HO,83.3,80,103
6003 HO 86.7 35,196003,1960,3,HO,86.7,35,272
6003 HO 86.7 40,196003,1960,3,HO,86.7,40,73
6003 HO 86.7 45,196003,1960,3,HO,86.7,45,164
6003 HO 86.7 50,196003,1960,3,HO,86.7,50,93
6003 HO 86.7 55,196003,1960,3,HO,86.7,55,130
6003 HO 86.7 60,196003,1960,3,HO,86.7,60,116
6003 HO 86.7 70,196003,1960,3,HO,86.7,70,97
6003 HO 86.7 80,196003,1960,3,HO,86.7,80,56
6003 HO 90 100,196003,1960,3,HO,90,100,487
6003 HO 90 28,196003,1960,3,HO,90,28,184
6003 HO 90 32,196003,1960,3,HO,90,32,373
6003 HO 90 37,196003,1960,3,HO,90,37,117
6003 HO 90 45,196003,1960,3,HO,90,45,71
6003 HO 90 50,196003,1960,3,HO,90,50,74
6003 HO 90 55,196003,1960,3,HO,90,55,201
6003 HO 90 60,196003,1960,3,HO,90,60,79
6003 HO 90 70,196003,1960,3,HO,90,70,672
6003 HO 90 80,196003,1960,3,HO,90,80,131
6003 HO 90 90,196003,1960,3,HO,90,90,218
6003 HO 93.3 100,196003,1960,3,HO,93.3,100,37
6003 HO 93.3 28,196003,1960,3,HO,93.3,28,158
6003 HO 93.3 30,196003,1960,3,HO,93.3,30,125
6003 HO 93.3 35,196003,1960,3,HO,93.3,35,139
6003 HO 93.3 40,196003,1960,3,HO,93.3,40,150
6003 HO 93.3 45,196003,1960,3,HO,93.3,45,108
6003 HO 93.3 55,196003,1960,3,HO,93.3,55,997
6003 HO 93.3 60,196003,1960,3,HO,93.3,60,216
6003 HO 93.3 70,196003,1960,3,HO,93.3,70,886
6003 HO 93.3 80,196003,1960,3,HO,93.3,80,872
6003 HO 93.3 90,196003,1960,3,HO,93.3,90,193
6004 HO 76.7 51,196004,1960,4,HO,76.7,51,332
6004 HO 76.7 55,196004,1960,4,HO,76.7,55,90
6004 HO 76.7 65,196004,1960,4,HO,76.7,65,281
6004 HO 76.7 70,196004,1960,4,HO,76.7,70,39
6004 HO 76.7 80,196004,1960,4,HO,76.7,80,44
6004 HO 76.7 90,196004,1960,4,HO,76.7,90,67
6004 HO 80 52,196004,1960,4,HO,80,52,167
6004 HO 80 53,196004,1960,4,HO,80,53,83
6004 HO 80 55,196004,1960,4,HO,80,55,486
6004 HO 80 60,196004,1960,4,HO,80,60,257
6004 HO 80 65,196004,1960,4,HO,80,65,171
6004 HO 80 70,196004,1960,4,HO,80,70,461
6004 HO 80 75,196004,1960,4,HO,80,75,65
6004 HO 80 80,196004,1960,4,HO,80,80,54
6004 HO 80 85,196004,1960,4,HO,80,85,54
6004 HO 80 90,196004,1960,4,HO,80,90,47
6004 HO 81.8 47,196004,1960,4,HO,81.8,47,336
6004 HO 83.3 40,196004,1960,4,HO,83.3,40,253
6004 HO 83.3 43,196004,1960,4,HO,83.3,43,441
6004 HO 83.3 51,196004,1960,4,HO,83.3,51,159
6004 HO 83.3 55,196004,1960,4,HO,83.3,55,102
6004 HO 83.3 60,196004,1960,4,HO,83.3,60,195
6004 HO 83.3 65,196004,1960,4,HO,83.3,65,227
6004 HO 83.3 70,196004,1960,4,HO,83.3,70,321
6004 HO 83.3 75,196004,1960,4,HO,83.3,75,170
6004 HO 83.3 80,196004,1960,4,HO,83.3,80,73
6004 HO 83.3 85,196004,1960,4,HO,83.3,85,106
6004 HO 83.3 90,196004,1960,4,HO,83.3,90,73
6004 HO 86.7 35,196004,1960,4,HO,86.7,35,467
6004 HO 86.7 40,196004,1960,4,HO,86.7,40,73
6004 HO 86.7 45,196004,1960,4,HO,86.7,45,96
6004 HO 86.7 50,196004,1960,4,HO,86.7,50,443
6004 HO 86.7 55,196004,1960,4,HO,86.7,55,931
6004 HO 86.7 60,196004,1960,4,HO,86.7,60,106
6004 HO 86.7 65,196004,1960,4,HO,86.7,65,175
6004 HO 86.7 70,196004,1960,4,HO,86.7,70,78
6004 HO 86.7 75,196004,1960,4,HO,86.7,75,123
6004 HO 86.7 80,196004,1960,4,HO,86.7,80,37
6004 HO 86.7 85,196004,1960,4,HO,86.7,85,84
6004 HO 86.7 90,196004,1960,4,HO,86.7,90,33
6004 HO 90 100,196004,1960,4,HO,90,100,66
6004 HO 90 28,196004,1960,4,HO,90,28,112
6004 HO 90 32,196004,1960,4,HO,90,32,139
6004 HO 90 37,196004,1960,4,HO,90,37,132
6004 HO 90 45,196004,1960,4,HO,90,45,36
6004 HO 90 50,196004,1960,4,HO,90,50,470
6004 HO 90 55,196004,1960,4,HO,90,55,92
6004 HO 90 60,196004,1960,4,HO,90,60,234
6004 HO 90 65,196004,1960,4,HO,90,65,699
6004 HO 90 70,196004,1960,4,HO,90,70,463
6004 HO 90 75,196004,1960,4,HO,90,75,319
6004 HO 90 80,196004,1960,4,HO,90,80,41
6004 HO 90 85,196004,1960,4,HO,90,85,102
6004 HO 90 90,196004,1960,4,HO,90,90,29
6004 HO 90 95,196004,1960,4,HO,90,95,40
6004 HS 93.3 100,196004,1960,4,HS,93.3,100,49
6004 HS 93.3 28,196004,1960,4,HS,93.3,28,46
6004 HS 93.3 30,196004,1960,4,HS,93.3,30,66
6004 HS 93.3 35,196004,1960,4,HS,93.3,35,98
6004 HS 93.3 40,196004,1960,4,HS,93.3,40,112
6004 HS 93.3 45,196004,1960,4,HS,93.3,45,270
6004 HS 93.3 50,196004,1960,4,HS,93.3,50,242
6004 HS 93.3 55,196004,1960,4,HS,93.3,55,396
6004 HS 93.3 60,196004,1960,4,HS,93.3,60,178
6004 HS 93.3 65,196004,1960,4,HS,93.3,65,261
6004 HS 93.3 70,196004,1960,4,HS,93.3,70,565
6004 HS 93.3 75,196004,1960,4,HS,93.3,75,533
6004 HS 93.3 80,196004,1960,4,HS,93.3,80,256
6004 HS 93.3 85,196004,1960,4,HS,93.3,85,296
6004 HS 93.3 90,196004,1960,4,HS,93.3,90,64
6004 HS 93.3 95,196004,1960,4,HS,93.3,95,105
6005 OR 76.7 50,196005,1960,5,OR,76.7,50,147
6005 OR 76.7 55,196005,1960,5,OR,76.7,55,408
6005 OR 81.8 47,196005,1960,5,OR,81.8,47,30
6005 OR 83.3 40,196005,1960,5,OR,83.3,40,63
6005 OR 83.3 43,196005,1960,5,OR,83.3,43,105
6005 OR 83.3 51,196005,1960,5,OR,83.3,51,348
6005 OR 83.3 55,196005,1960,5,OR,83.3,55,354
6005 OR 83.3 60,196005,1960,5,OR,83.3,60,1223
6005 OR 86.7 35,196005,1960,5,OR,86.7,35,109
6005 OR 86.7 40,196005,1960,5,OR,86.7,40,216
6005 OR 86.7 45,196005,1960,5,OR,86.7,45,209
6005 OR 86.7 50,196005,1960,5,OR,86.7,50,689
6005 OR 86.7 55,196005,1960,5,OR,86.7,55,147
6005 OR 86.7 60,196005,1960,5,OR,86.7,60,176
6005 OR 90 100,196005,1960,5,OR,90,100,45
6005 OR 90 28,196005,1960,5,OR,90,28,85
6005 OR 90 37,196005,1960,5,OR,90,37,131
6005 OR 90 45,196005,1960,5,OR,90,45,155
6005 OR 90 50,196005,1960,5,OR,90,50,274
6005 OR 90 55,196005,1960,5,OR,90,55,371
6005 OR 90 60,196005,1960,5,OR,90,60,282
6005 OR 90 65,196005,1960,5,OR,90,65,1158
6005 OR 90 70,196005,1960,5,OR,90,70,3858
6005 OR 90 75,196005,1960,5,OR,90,75,1028
6005 OR 90 80,196005,1960,5,OR,90,80,871
6005 OR 90 85,196005,1960,5,OR,90,85,628
6005 OR 90 90,196005,1960,5,OR,90,90,94
6005 OR 90 95,196005,1960,5,OR,90,95,75
6005 OR 93.3 100,196005,1960,5,OR,93.3,100,99
6005 OR 93.3 28,196005,1960,5,OR,93.3,28,167
6005 OR 93.3 30,196005,1960,5,OR,93.3,30,128
6005 OR 93.3 35,196005,1960,5,OR,93.3,35,535
6005 OR 93.3 40,196005,1960,5,OR,93.3,40,502
6005 OR 93.3 45,196005,1960,5,OR,93.3,45,582
6005 OR 93.3 50,196005,1960,5,OR,93.3,50,386
6005 OR 93.3 55,196005,1960,5,OR,93.3,55,573
6005 OR 93.3 60,196005,1960,5,OR,93.3,60,296
6005 OR 93.3 65,196005,1960,5,OR,93.3,65,395
6005 OR 93.3 70,196005,1960,5,OR,93.3,70,2052
6005 OR 93.3 75,196005,1960,5,OR,93.3,75,2234
6005 OR 93.3 80,196005,1960,5,OR,93.3,80,1376
6005 OR 93.3 85,196005,1960,5,OR,93.3,85,127
6005 OR 93.3 90,196005,1960,5,OR,93.3,90,850
6005 OR 93.3 95,196005,1960,5,OR,93.3,95,408
6104 BD 81.8 47,196104,1961,4,BD,81.8,47,520
6104 BD 83.3 40,196104,1961,4,BD,83.3,40,452
6104 BD 83.3 43,196104,1961,4,BD,83.3,43,351
6104 BD 83.3 51,196104,1961,4,BD,83.3,51,517
6104 BD 83.3 55,196104,1961,4,BD,83.3,55,201
6104 BD 83.3 60,196104,1961,4,BD,83.3,60,576
6104 BD 83.3 65,196104,1961,4,BD,83.3,65,174
6104 BD 83.3 70,196104,1961,4,BD,83.3,70,154
6104 BD 83.3 80,196104,1961,4,BD,83.3,80,215
6104 BD 83.3 90,196104,1961,4,BD,83.3,90,58
6104 BD 86.7 35,196104,1961,4,BD,86.7,35,50
6104 BD 86.7 40,196104,1961,4,BD,86.7,40,136
6104 BD 86.7 45,196104,1961,4,BD,86.7,45,121
6104 BD 86.7 50,196104,1961,4,BD,86.7,50,107
6104 BD 86.7 55,196104,1961,4,BD,86.7,55,199
6104 BD 86.7 60,196104,1961,4,BD,86.7,60,204
6104 BD 86.7 65,196104,1961,4,BD,86.7,65,140
6104 BD 86.7 70,196104,1961,4,BD,86.7,70,122
6104 BD 86.7 80,196104,1961,4,BD,86.7,80,89
6104 BD 86.7 90,196104,1961,4,BD,86.7,90,92
6104 BD 93.3 100,196104,1961,4,BD,93.3,100,90
6104 BD 93.3 28,196104,1961,4,BD,93.3,28,111
6104 BD 93.3 30,196104,1961,4,BD,93.3,30,86
6104 BD 93.3 35,196104,1961,4,BD,93.3,35,44
6104 BD 93.3 40,196104,1961,4,BD,93.3,40,34
6104 BD 93.3 45,196104,1961,4,BD,93.3,45,76
6104 BD 93.3 50,196104,1961,4,BD,93.3,50,122
6104 BD 93.3 55,196104,1961,4,BD,93.3,55,77
6104 BD 93.3 60,196104,1961,4,BD,93.3,60,121
6104 BD 93.3 65,196104,1961,4,BD,93.3,65,120
6104 BD 93.3 70,196104,1961,4,BD,93.3,70,170
6104 BD 93.3 80,196104,1961,4,BD,93.3,80,106
6104 BD 93.3 90,196104,1961,4,BD,93.3,90,38
6104 HO 76.7 51,196104,1961,4,HO,76.7,51,159
6104 HO 76.7 55,196104,1961,4,HO,76.7,55,119
6104 HO 76.7 57,196104,1961,4,HO,76.7,57,244
6104 HO 80 100,196104,1961,4,HO,80,100,56
6104 HO 80 120,196104,1961,4,HO,80,120,36
6104 HO 80 200,196104,1961,4,HO,80,200,24
6104 HO 80 52,196104,1961,4,HO,80,52,261
6104 HO 80 55,196104,1961,4,HO,80,55,82
6104 HO 80 60,196104,1961,4,HO,80,60,163
6104 HO 80 65,196104,1961,4,HO,80,65,261
6104 HO 80 70,196104,1961,4,HO,80,70,134
6104 HO 80 80,196104,1961,4,HO,80,80,79
6104 HO 80 90,196104,1961,4,HO,80,90,51
6104 HO 90 100,196104,1961,4,HO,90,100,178
6104 HO 90 120,196104,1961,4,HO,90,120,20
6104 HO 90 140,196104,1961,4,HO,90,140,21
6104 HO 90 160,196104,1961,4,HO,90,160,29
6104 HO 90 180,196104,1961,4,HO,90,180,43
6104 HO 90 200,196104,1961,4,HO,90,200,36
6104 HO 90 28,196104,1961,4,HO,90,28,127
6104 HO 90 32,196104,1961,4,HO,90,32,103
6104 HO 90 37,196104,1961,4,HO,90,37,75
6104 HO 90 45,196104,1961,4,HO,90,45,99
6104 HO 90 53,196104,1961,4,HO,90,53,233
6104 HO 90 60,196104,1961,4,HO,90,60,235
6104 HO 90 65,196104,1961,4,HO,90,65,330
6104 HO 90 70,196104,1961,4,HO,90,70,191
6104 HO 90 80,196104,1961,4,HO,90,80,102
6104 HO 90 90,196104,1961,4,HO,90,90,112
6203 BD 81.8 47,196203,1962,3,BD,81.8,47,831
6203 BD 83.3 40,196203,1962,3,BD,83.3,40,41
6203 BD 83.3 43,196203,1962,3,BD,83.3,43,116
6203 BD 83.3 51,196203,1962,3,BD,83.3,51,141
6203 BD 83.3 55,196203,1962,3,BD,83.3,55,131
6203 BD 83.3 60,196203,1962,3,BD,83.3,60,376
6203 BD 83.3 65,196203,1962,3,BD,83.3,65,413
6203 BD 83.3 70,196203,1962,3,BD,83.3,70,419
6203 BD 83.3 80,196203,1962,3,BD,83.3,80,148
6203 BD 83.3 90,196203,1962,3,BD,83.3,90,234
6203 BD 86.7 35,196203,1962,3,BD,86.7,35,118
6203 BD 86.7 40,196203,1962,3,BD,86.7,40,98
6203 BD 86.7 45,196203,1962,3,BD,86.7,45,132
6203 BD 86.7 50,196203,1962,3,BD,86.7,50,67
6203 BD 86.7 55,196203,1962,3,BD,86.7,55,89
6203 BD 86.7 60,196203,1962,3,BD,86.7,60,140
6203 BD 86.7 65,196203,1962,3,BD,86.7,65,263
6203 BD 86.7 70,196203,1962,3,BD,86.7,70,490
6203 BD 86.7 80,196203,1962,3,BD,86.7,80,195
6203 BD 86.7 90,196203,1962,3,BD,86.7,90,64
6203 BD 93.3 100,196203,1962,3,BD,93.3,100,66
6203 BD 93.3 28,196203,1962,3,BD,93.3,28,271
6203 BD 93.3 30,196203,1962,3,BD,93.3,30,147
6203 BD 93.3 35,196203,1962,3,BD,93.3,35,106
6203 BD 93.3 40,196203,1962,3,BD,93.3,40,450
6203 BD 93.3 45,196203,1962,3,BD,93.3,45,362
6203 BD 93.3 50,196203,1962,3,BD,93.3,50,256
6203 BD 93.3 55,196203,1962,3,BD,93.3,55,214
6203 BD 93.3 60,196203,1962,3,BD,93.3,60,173
6203 BD 93.3 65,196203,1962,3,BD,93.3,65,107
6203 BD 93.3 70,196203,1962,3,BD,93.3,70,258
6203 BD 93.3 80,196203,1962,3,BD,93.3,80,143
6203 BD 93.3 90,196203,1962,3,BD,93.3,90,64
6203 HO 76.7 51,196203,1962,3,HO,76.7,51,156
6203 HO 76.7 55,196203,1962,3,HO,76.7,55,590
6203 HO 76.7 57,196203,1962,3,HO,76.7,57,204
6203 HO 80 120,196203,1962,3,HO,80,120,70
6203 HO 80 200,196203,1962,3,HO,80,200,38
6203 HO 80 52,196203,1962,3,HO,80,52,95
6203 HO 80 55,196203,1962,3,HO,80,55,81
6203 HO 80 60,196203,1962,3,HO,80,60,276
6203 HO 80 65,196203,1962,3,HO,80,65,92
6203 HO 80 70,196203,1962,3,HO,80,70,73
6203 HO 80 80,196203,1962,3,HO,80,80,260
6203 HO 80 90,196203,1962,3,HO,80,90,341
6203 HO 90 100,196203,1962,3,HO,90,100,88
6203 HO 90 120,196203,1962,3,HO,90,120,43
6203 HO 90 140,196203,1962,3,HO,90,140,68
6203 HO 90 160,196203,1962,3,HO,90,160,25
6203 HO 90 180,196203,1962,3,HO,90,180,29
6203 HO 90 200,196203,1962,3,HO,90,200,43
6203 HO 90 28,196203,1962,3,HO,90,28,162
6203 HO 90 32,196203,1962,3,HO,90,32,177
6203 HO 90 37,196203,1962,3,HO,90,37,193
6203 HO 90 45,196203,1962,3,HO,90,45,406
6203 HO 90 53,196203,1962,3,HO,90,53,119
6203 HO 90 60,196203,1962,3,HO,90,60,449
6203 HO 90 65,196203,1962,3,HO,90,65,378
6203 HO 90 70,196203,1962,3,HO,90,70,219
6203 HO 90 80,196203,1962,3,HO,90,80,87
6203 HO 90 90,196203,1962,3,HO,90,90,108
6304 AX 76.7 47.6,196304,1963,4,AX,76.7,47.6,5554
6304 AX 76.7 48,196304,1963,4,AX,76.7,48,3273
6304 AX 76.7 49,196304,1963,4,AX,76.7,49,119
6304 AX 76.7 50,196304,1963,4,AX,76.7,50,32
6304 AX 76.7 51,196304,1963,4,AX,76.7,51,165
6304 AX 76.7 55,196304,1963,4,AX,76.7,55,161
6304 AX 76.7 57,196304,1963,4,AX,76.7,57,160
6304 AX 80 100,196304,1963,4,AX,80,100,188
6304 AX 80 120,196304,1963,4,AX,80,120,39
6304 AX 80 200,196304,1963,4,AX,80,200,38
6304 AX 80 50.2,196304,1963,4,AX,80,50.2,300
6304 AX 80 51,196304,1963,4,AX,80,51,133
6304 AX 80 52,196304,1963,4,AX,80,52,584
6304 AX 80 55,196304,1963,4,AX,80,55,271
6304 AX 80 60,196304,1963,4,AX,80,60,212
6304 AX 80 65,196304,1963,4,AX,80,65,597
6304 AX 80 70,196304,1963,4,AX,80,70,269
6304 AX 80 80,196304,1963,4,AX,80,80,140
6304 AX 80 90,196304,1963,4,AX,80,90,128
6304 AX 90 100,196304,1963,4,AX,90,100,19
6304 AX 90 120,196304,1963,4,AX,90,120,38
6304 AX 90 140,196304,1963,4,AX,90,140,62
6304 AX 90 160,196304,1963,4,AX,90,160,35
6304 AX 90 180,196304,1963,4,AX,90,180,49
6304 AX 90 200,196304,1963,4,AX,90,200,48
6304 AX 90 27.5,196304,1963,4,AX,90,27.5,45
6304 AX 90 28,196304,1963,4,AX,90,28,117
6304 AX 90 32,196304,1963,4,AX,90,32,65
6304 AX 90 37,196304,1963,4,AX,90,37,162
6304 AX 90 45,196304,1963,4,AX,90,45,194
6304 AX 90 53,196304,1963,4,AX,90,53,120
6304 AX 90 60,196304,1963,4,AX,90,60,334
6304 AX 90 65,196304,1963,4,AX,90,65,196
6304 AX 90 70,196304,1963,4,AX,90,70,120
6304 AX 90 80,196304,1963,4,AX,90,80,52
6304 AX 90 90,196304,1963,4,AX,90,90,86
6304 BD 81.8 47,196304,1963,4,BD,81.8,47,640
6304 BD 83.3 39,196304,1963,4,BD,83.3,39,125
6304 BD 83.3 40,196304,1963,4,BD,83.3,40,177
6304 BD 83.3 43,196304,1963,4,BD,83.3,43,1031
6304 BD 83.3 51,196304,1963,4,BD,83.3,51,164
6304 BD 83.3 55,196304,1963,4,BD,83.3,55,273
6304 BD 83.3 60,196304,1963,4,BD,83.3,60,440
6304 BD 83.3 65,196304,1963,4,BD,83.3,65,362
6304 BD 83.3 70,196304,1963,4,BD,83.3,70,471
6304 BD 83.3 80,196304,1963,4,BD,83.3,80,137
6304 BD 83.3 90,196304,1963,4,BD,83.3,90,98
6304 BD 86.7 32.5,196304,1963,4,BD,86.7,32.5,240
6304 BD 86.7 33,196304,1963,4,BD,86.7,33,154
6304 BD 86.7 34,196304,1963,4,BD,86.7,34,110
6304 BD 86.7 35,196304,1963,4,BD,86.7,35,91
6304 BD 86.7 40,196304,1963,4,BD,86.7,40,94
6304 BD 86.7 45,196304,1963,4,BD,86.7,45,98
6304 BD 86.7 50,196304,1963,4,BD,86.7,50,163
6304 BD 86.7 55,196304,1963,4,BD,86.7,55,77
6304 BD 86.7 60,196304,1963,4,BD,86.7,60,216
6304 BD 86.7 65,196304,1963,4,BD,86.7,65,241
6304 BD 86.7 70,196304,1963,4,BD,86.7,70,192
6304 BD 86.7 80,196304,1963,4,BD,86.7,80,128
6304 BD 86.7 90,196304,1963,4,BD,86.7,90,90
6304 BD 93.3 26.5,196304,1963,4,BD,93.3,26.5,878
6304 BD 93.3 27,196304,1963,4,BD,93.3,27,176
6304 BD 93.3 28,196304,1963,4,BD,93.3,28,169
6304 BD 93.3 30,196304,1963,4,BD,93.3,30,97
6304 BD 93.3 35,196304,1963,4,BD,93.3,35,121
6304 BD 93.3 40,196304,1963,4,BD,93.3,40,123
6304 BD 93.3 45,196304,1963,4,BD,93.3,45,121
6304 BD 93.3 50,196304,1963,4,BD,93.3,50,113
6304 BD 93.3 55,196304,1963,4,BD,93.3,55,149
6304 BD 93.3 60,196304,1963,4,BD,93.3,60,85
6304 BD 93.3 65,196304,1963,4,BD,93.3,65,122
6304 BD 93.3 70,196304,1963,4,BD,93.3,70,93
6304 BD 93.3 80,196304,1963,4,BD,93.3,80,273
6304 BD 93.3 90,196304,1963,4,BD,93.3,90,83
6404 AX 76.7 49,196404,1964,4,AX,76.7,49,559
6404 AX 76.7 51,196404,1964,4,AX,76.7,51,411
6404 AX 76.7 55,196404,1964,4,AX,76.7,55,271
6404 AX 76.7 57,196404,1964,4,AX,76.7,57,753
6404 AX 76.7 60,196404,1964,4,AX,76.7,60,272
6404 AX 76.7 65,196404,1964,4,AX,76.7,65,562
6404 AX 76.7 70,196404,1964,4,AX,76.7,70,318
6404 AX 76.7 80,196404,1964,4,AX,76.7,80,452
6404 AX 80 51,196404,1964,4,AX,80,51,662
6404 AX 80 52,196404,1964,4,AX,80,52,254
6404 AX 80 55,196404,1964,4,AX,80,55,1143
6404 AX 80 60,196404,1964,4,AX,80,60,351
6404 AX 80 65,196404,1964,4,AX,80,65,1286
6404 AX 80 70,196404,1964,4,AX,80,70,233
6404 AX 80 80,196404,1964,4,AX,80,80,198
6404 AX 81.8 47,196404,1964,4,AX,81.8,47,944
6404 AX 83.3 39,196404,1964,4,AX,83.3,39,4
6404 AX 83.3 40,196404,1964,4,AX,83.3,40,44
6404 AX 83.3 43,196404,1964,4,AX,83.3,43,774
6404 AX 83.3 51,196404,1964,4,AX,83.3,51,68
6404 AX 83.3 55,196404,1964,4,AX,83.3,55,146
6404 AX 83.3 60,196404,1964,4,AX,83.3,60,658
6404 AX 83.3 65,196404,1964,4,AX,83.3,65,150
6404 AX 83.3 70,196404,1964,4,AX,83.3,70,128
6404 AX 83.3 80,196404,1964,4,AX,83.3,80,93
6404 AX 86.7 100,196404,1964,4,AX,86.7,100,58
6404 AX 86.7 32.5,196404,1964,4,AX,86.7,32.5,20
6404 AX 86.7 33,196404,1964,4,AX,86.7,33,60
6404 AX 86.7 34,196404,1964,4,AX,86.7,34,249
6404 AX 86.7 35,196404,1964,4,AX,86.7,35,113
6404 AX 86.7 40,196404,1964,4,AX,86.7,40,304
6404 AX 86.7 45,196404,1964,4,AX,86.7,45,213
6404 AX 86.7 50,196404,1964,4,AX,86.7,50,220
6404 AX 86.7 55,196404,1964,4,AX,86.7,55,187
6404 AX 86.7 60,196404,1964,4,AX,86.7,60,130
6404 AX 86.7 65,196404,1964,4,AX,86.7,65,113
6404 AX 86.7 70,196404,1964,4,AX,86.7,70,357
6404 AX 86.7 80,196404,1964,4,AX,86.7,80,243
6404 AX 86.7 90,196404,1964,4,AX,86.7,90,106
6404 AX 90 100,196404,1964,4,AX,90,100,33
6404 AX 90 27.5,196404,1964,4,AX,90,27.5,4
6404 AX 90 28,196404,1964,4,AX,90,28,240
6404 AX 90 32,196404,1964,4,AX,90,32,178
6404 AX 90 37,196404,1964,4,AX,90,37,568
6404 AX 90 45,196404,1964,4,AX,90,45,87
6404 AX 90 53,196404,1964,4,AX,90,53,697
6404 AX 90 60,196404,1964,4,AX,90,60,158
6404 AX 90 65,196404,1964,4,AX,90,65,74
6404 AX 90 70,196404,1964,4,AX,90,70,703
6404 AX 90 80,196404,1964,4,AX,90,80,149
6404 AX 90 90,196404,1964,4,AX,90,90,129
6404 AX 93.3 100,196404,1964,4,AX,93.3,100,188
6404 AX 93.3 26.5,196404,1964,4,AX,93.3,26.5,58
6404 AX 93.3 27,196404,1964,4,AX,93.3,27,218
6404 AX 93.3 28,196404,1964,4,AX,93.3,28,165
6404 AX 93.3 30,196404,1964,4,AX,93.3,30,188
6404 AX 93.3 35,196404,1964,4,AX,93.3,35,195
6404 AX 93.3 40,196404,1964,4,AX,93.3,40,123
6404 AX 93.3 45,196404,1964,4,AX,93.3,45,292
6404 AX 93.3 50,196404,1964,4,AX,93.3,50,275
6404 AX 93.3 55,196404,1964,4,AX,93.3,55,564
6404 AX 93.3 60,196404,1964,4,AX,93.3,60,486
6404 AX 93.3 65,196404,1964,4,AX,93.3,65,196
6404 AX 93.3 70,196404,1964,4,AX,93.3,70,61
6404 AX 93.3 80,196404,1964,4,AX,93.3,80,261
6404 AX 93.3 90,196404,1964,4,AX,93.3,90,125
6504 AX 76.7 47.6,196504,1965,4,AX,76.7,47.6,219
6504 AX 76.7 48,196504,1965,4,AX,76.7,48,124
6504 AX 76.7 49,196504,1965,4,AX,76.7,49,116
6504 AX 76.7 51,196504,1965,4,AX,76.7,51,126
6504 AX 76.7 55,196504,1965,4,AX,76.7,55,153
6504 AX 76.7 57,196504,1965,4,AX,76.7,57,72
6504 AX 76.7 60,196504,1965,4,AX,76.7,60,457
6504 AX 76.7 65,196504,1965,4,AX,76.7,65,138
6504 AX 76.7 70,196504,1965,4,AX,76.7,70,344
6504 AX 76.7 80,196504,1965,4,AX,76.7,80,251
6504 AX 80 50.2,196504,1965,4,AX,80,50.2,128
6504 AX 80 51,196504,1965,4,AX,80,51,129
6504 AX 80 52,196504,1965,4,AX,80,52,252
6504 AX 80 55,196504,1965,4,AX,80,55,207
6504 AX 80 60,196504,1965,4,AX,80,60,131
6504 AX 80 65,196504,1965,4,AX,80,65,350
6504 AX 80 70,196504,1965,4,AX,80,70,231
6504 AX 80 80,196504,1965,4,AX,80,80,276
6504 AX 81.8 47,196504,1965,4,AX,81.8,47,85
6504 AX 83.3 40,196504,1965,4,AX,83.3,40,109
6504 AX 83.3 43,196504,1965,4,AX,83.3,43,145
6504 AX 83.3 51,196504,1965,4,AX,83.3,51,63
6504 AX 83.3 55,196504,1965,4,AX,83.3,55,65
6504 AX 83.3 60,196504,1965,4,AX,83.3,60,274
6504 AX 83.3 65,196504,1965,4,AX,83.3,65,102
6504 AX 83.3 70,196504,1965,4,AX,83.3,70,102
6504 AX 83.3 80,196504,1965,4,AX,83.3,80,241
6504 AX 86.7 100,196504,1965,4,AX,86.7,100,126
6504 AX 86.7 32.5,196504,1965,4,AX,86.7,32.5,83
6504 AX 86.7 33,196504,1965,4,AX,86.7,33,89
6504 AX 86.7 34,196504,1965,4,AX,86.7,34,100
6504 AX 86.7 35,196504,1965,4,AX,86.7,35,86
6504 AX 86.7 40,196504,1965,4,AX,86.7,40,164
6504 AX 86.7 45,196504,1965,4,AX,86.7,45,180
6504 AX 86.7 50,196504,1965,4,AX,86.7,50,155
6504 AX 86.7 55,196504,1965,4,AX,86.7,55,204
6504 AX 86.7 60,196504,1965,4,AX,86.7,60,163
6504 AX 86.7 65,196504,1965,4,AX,86.7,65,235
6504 AX 86.7 70,196504,1965,4,AX,86.7,70,104
6504 AX 86.7 80,196504,1965,4,AX,86.7,80,79
6504 AX 86.7 90,196504,1965,4,AX,86.7,90,50
6504 AX 90 100,196504,1965,4,AX,90,100,83
6504 AX 90 27.5,196504,1965,4,AX,90,27.5,202
6504 AX 90 28,196504,1965,4,AX,90,28,107
6504 AX 90 32,196504,1965,4,AX,90,32,74
6504 AX 90 37,196504,1965,4,AX,90,37,58
6504 AX 90 45,196504,1965,4,AX,90,45,68
6504 AX 90 53,196504,1965,4,AX,90,53,91
6504 AX 90 60,196504,1965,4,AX,90,60,66
6504 AX 90 65,196504,1965,4,AX,90,65,56
6504 AX 90 70,196504,1965,4,AX,90,70,68
6504 AX 90 80,196504,1965,4,AX,90,80,88
6504 AX 90 90,196504,1965,4,AX,90,90,67
6504 AX 93.3 100,196504,1965,4,AX,93.3,100,66
6504 AX 93.3 27,196504,1965,4,AX,93.3,27,128
